title,view_num,danmu,upload_time,up_author,video_url
又吃到好吃的脆皮炸大肠！荔湾龙津老牌街坊粤菜，整体出品不错价格实在,5.5万,,2023/6/24,毛毛美食指南,www.bilibili.com/video/BV1Qg4y1P7Dh?from=search
茄子不用油炸一样好味？咸鱼茄子煲，还得看粤菜师傅怎么做！,29.8万,,2022/10/6,厨师徐嘉乐,www.bilibili.com/video/BV1Be411j7Ur?from=search
能把干炒牛河做到色香味俱全的厨师，才是一个好的粤菜厨师,35.6万,,2020/12/30,主厨农国栋,www.bilibili.com/video/BV1tv411t7hi?from=search
广州这家酒楼，竟能吃到80年代的粤菜味道！,2541,,2023/9/19,Jira蚂蚁觅食,www.bilibili.com/video/BV1394y1p7XA?from=search
发现一家全都是老广在吃的老牌粤菜馆，十分低调但出品却不赖。少有饭店还在做的深井烧鹅，值得一试！真的好香，就是吃多腻！早茶出品也很不错！,3140,,2023/9/11,NeiNei_旅行日记,www.bilibili.com/video/BV18z4y1j7gX?from=search
广州｜员村饭堂3.0～ 37年粤菜老字号 吉利食店｜自费干饭,7135,,2023/9/2,喂食猫大土豆,www.bilibili.com/video/BV1Fu411P7ja?from=search
【中華料理】脆皮烧肉 皮脆肉嫩粤菜好风味,22.9万,,2017/11/22,梧桐的美麗世界,www.bilibili.com/video/BV1kx411V7Hy?from=search
长见识了，绝大部分人都没吃过的，近乎失传的传统粤菜,7.4万,,2023/6/12,大兵探店,www.bilibili.com/video/BV1mu411Y7ff?from=search
在上海造价148亿的大厦吃“最贵粤菜 ”经费在燃烧！1388/位,74.7万,,2020/9/28,张喜喜-,www.bilibili.com/video/BV1TA411J7eG?from=search
八大菜系之--粤菜,785,,2023/2/25,嘚叭美食,www.bilibili.com/video/BV1Es4y187YR?from=search
长见识了，绝大部分人都没吃过的，近乎失传的传统粤菜,7.4万,,2023/6/12,大兵探店,www.bilibili.com/video/BV1mu411Y7ff?from=search
海珠四十年街坊粤菜，为了这道经典炸大肠愿意专门来吃，肥肠爱好者尤其推荐试试,10.8万,,2022/5/1,毛毛美食指南,www.bilibili.com/video/BV1hu411C7HZ?from=search
【梅菜扣肉】粤菜经典，肥而不腻 入口即化,5.8万,,2023/8/21,厨房仔小李,www.bilibili.com/video/BV1pp4y1K71N?from=search
大厨分享一道经典粤菜-“桂花炒翅”，色泽金黄干香扑鼻，收藏了,10.3万,,2019/5/18,主厨农国栋,www.bilibili.com/video/BV1B441177ou?from=search
万万没想到！广东十大名菜竟是这些！堪称人间美味！粤菜经典！来广东必吃美食！吃货们千万不要错过！快来看看有你吃过的几种粤菜？另附广东十大经典名菜排行榜完整榜单！,2550,,2023/6/26,子弹头计划,www.bilibili.com/video/BV1uu411h7rp?from=search
【品城记】过桥石斑鱼、干逼小青龙、“糖心”乳鸽……能把粤菜做到既有创意又味道超群，就问你服不服？,18.8万,,2021/5/25,品城记本地版,www.bilibili.com/video/BV1cA41137wY?from=search
高质量的地道传统粤菜是怎么样的？花都这家老牌粤菜酒楼吃到了原汁原味的正统粤菜,18.4万,,2021/8/7,毛毛美食指南,www.bilibili.com/video/BV1Bf4y1V7jJ?from=search
这该死的老牌街坊粤菜，真的令我欲罢不能，太好吃啦,3.9万,,2023/7/4,大兵探店,www.bilibili.com/video/BV1kP411e79U?from=search
非常美味一道粤菜豆腐火腩，外焦里嫩，再来点汤汁捞饭，正啊！,29.2万,,2021/9/29,主厨农国栋,www.bilibili.com/video/BV1KP4y187cD?from=search
这个酸甜开胃的经典粤菜有人吃过吗？乐哥担保不翻车！夏天快到了，在家学起来！,19.2万,,2022/4/8,厨师徐嘉乐,www.bilibili.com/video/BV1X44y1V7Bw?from=search
【品城记】让大秋吃平靓正的街坊饭堂，合适吗？不过这家传闻白云区很火的粤菜馆确实抵食！,18.7万,,2022/8/27,品城记本地版,www.bilibili.com/video/BV1RV4y1W7mf?from=search
大厨教你做粤菜名点-糯米鸡，入口软糯鲜甜，108道吃鸡做法第五期,29.9万,,2019/6/22,主厨农国栋,www.bilibili.com/video/BV1g4411u7re?from=search
粤菜酒店爆款菜“啫啫猪肝煲“，10分钟完成，鲜嫩爽滑香一锅全有,23.0万,,2019/8/7,主厨农国栋,www.bilibili.com/video/BV1et411T7ew?from=search
似鸡不是鸡，江南百花鸡，致敬即将失传的百年经典粤菜,17.7万,,2023/4/27,厨师徐嘉乐,www.bilibili.com/video/BV1dV4y1o7CW?from=search
佛山百年历史粤菜酒楼，菜价极其亲民饭点街坊满坐，出品整体还行性价比很高,8.5万,,2022/7/3,毛毛美食指南,www.bilibili.com/video/BV1KU4y1D7s1?from=search
广州超实惠宝藏粤菜！东北级别的超大菜量，帅小伙嘎嘎下饭！,7.3万,,2023/9/12,赤赤吃啥呢,www.bilibili.com/video/BV1TH4y1Q7gi?from=search
广州少有的南雄土菜馆，南雄妹子说吃到了很地道的家乡味道，原来粤菜也有这么辣的！,5.2万,,2022/4/16,毛毛美食指南,www.bilibili.com/video/BV1qY411j7op?from=search
【品城记】广州︱番禺最老牌的粤菜馆果然名不虚传，有一半的菜式要按人头来计价！,10.8万,,2018/7/12,品城记Video,www.bilibili.com/video/BV17s411H73Y?from=search
让我看看在广东这句话多少人听过？乐哥给你带来区别于传统粤菜做法的脆皮叉烧！,20.9万,,2022/2/21,厨师徐嘉乐,www.bilibili.com/video/BV1wi4y127qi?from=search
经典粤菜海鲜玉米羹，味道很棒且消暑解腻，这天气来上一份，舒服,4.3万,,2023/6/14,主厨农国栋,www.bilibili.com/video/BV1SM4y1J7JX?from=search
八大菜系谁第一？川菜鲁菜粤菜淮扬菜,7.9万,,2023/1/28,小黑诸鸣,www.bilibili.com/video/BV1d3411R7LE?from=search
白天鹅—被称为广州粤菜天花板的白天鹅，老魏带你们一探究竟,26.5万,,2023/1/29,特厨魏味-,www.bilibili.com/video/BV1dD4y1E7Xz?from=search
粤点粤菜粤精彩，佛山三水地区无人不知晓，烧鹅专门店，和烧鹅行家去试烧鹅，酒香不怕巷子深，粤语中字幕,1.4万,,2022/9/1,Amy爱你的每一天,www.bilibili.com/video/BV1iG411572V?from=search
【粤菜】400一份的煲仔饭，见识了！,2.5万,,2021/10/19,粤菜介绍,www.bilibili.com/video/BV1xq4y1G7Zr?from=search
【品城记】来番禺传统水乡，吃顿传统粤菜！南粤厨王做的烧鹅，猫哥和大秋觉得如何？,13.5万,,2022/9/3,品城记本地版,www.bilibili.com/video/BV1Ke41137F2?from=search
在日本享受30多年的粤菜厨师的味道！,14.7万,,2021/11/20,山下智博,www.bilibili.com/video/BV1XS4y197ZV?from=search
酒店热销粤菜NO.1“鲍汁豆腐”，香味香出三条街，包你食过返寻味,38.8万,,2020/5/30,主厨农国栋,www.bilibili.com/video/BV1kv411z7n3?from=search
这些老牌街坊粤菜，才是“食在广州”的中流砥柱,3.1万,,2023/6/17,大兵探店,www.bilibili.com/video/BV1Km4y1i7MG?from=search
本广东人打满分！上海￥138一位早茶粤菜川菜自助，虾饺无限，创新菜品称绝,21.9万,,2023/7/24,鱼子酱就酱-,www.bilibili.com/video/BV1qu4y1U7WM?from=search
十五年的地道老广饭堂，十分低调却出品优秀，汤品尤其出色，是回头了无数次的特色粤菜馆子。,4.8万,,2023/1/1,NAV看广州B站版,www.bilibili.com/video/BV1C3411U7v1?from=search
在上海298元吃到粤菜顶级大厨烧的东星斑！！味道感人,2.3万,,2023/9/2,辣椒很挑,www.bilibili.com/video/BV1cu411P7PN?from=search
粤菜系列：咸鱼茄子煲的做法，先点赞收藏,6.3万,,2023/4/7,游厨冯马迁,www.bilibili.com/video/BV13V4y1D7XR?from=search
粤菜名点，陈皮牛肉丸，跟着七姨做不翻车,3.8万,,2023/9/11,顺德七姨,www.bilibili.com/video/BV1fu411w72B?from=search
台北40年超平价粤菜绝版菜色连五年夺必比登,1.1万,,2023/5/15,美食运输大队长,www.bilibili.com/video/BV1ZT411t7Ru?from=search
北京最专一的粤菜20年只做啫啫，老板说再不火就不想干了,8.3万,,2020/12/11,无所尉吃什么,www.bilibili.com/video/BV1cV411h7ZF?from=search
人均124元的广州百年粤菜馆子，草莓叉烧海胆凤眼饺有颜有料！菜品整体都不错~,33.7万,,2023/6/29,温油辣辣U,www.bilibili.com/video/BV1Fu411b7yd?from=search
顶级米其林餐厅！澳门封顶三星的粤菜是否名副其实？【澳门之行】,2.1万,,2023/3/27,加齐ghazi,www.bilibili.com/video/BV1mN411K7ay?from=search
广州星级创意粤菜开盲盒，尝尝怎么样？,32.9万,,2023/9/18,JASON刘雨鑫,www.bilibili.com/video/BV1UV411w7zd?from=search
荔湾很实惠的老牌街坊粤菜，招牌清平鸡皮脆肉劲，还有几道独家特色菜也很不错,8.1万,,2022/5/22,毛毛美食指南,www.bilibili.com/video/BV1NA4y1Z7oM?from=search
让我看看在广东这句话多少人听过？乐哥给你带来区别于传统粤菜做法的脆皮叉烧！,20.9万,,2022/2/21,厨师徐嘉乐,www.bilibili.com/video/BV1wi4y127qi?from=search
经典粤菜海鲜玉米羹，味道很棒且消暑解腻，这天气来上一份，舒服,4.3万,,2023/6/14,主厨农国栋,www.bilibili.com/video/BV1SM4y1J7JX?from=search
资深美食评论家告诉你，粤菜天花板在哪里,1.2万,,2021/11/27,老秦吃了吗,www.bilibili.com/video/BV1SR4y1x7Jt?from=search
八大菜系谁第一？川菜鲁菜粤菜淮扬菜,7.9万,,2023/1/28,小黑诸鸣,www.bilibili.com/video/BV1d3411R7LE?from=search
白天鹅—被称为广州粤菜天花板的白天鹅，老魏带你们一探究竟,26.5万,,2023/1/29,特厨魏味-,www.bilibili.com/video/BV1dD4y1E7Xz?from=search
粤点粤菜粤精彩，佛山三水地区无人不知晓，烧鹅专门店，和烧鹅行家去试烧鹅，酒香不怕巷子深，粤语中字幕,1.4万,,2022/9/1,Amy爱你的每一天,www.bilibili.com/video/BV1iG411572V?from=search
【粤菜】400一份的煲仔饭，见识了！,2.5万,,2021/10/19,粤菜介绍,www.bilibili.com/video/BV1xq4y1G7Zr?from=search
【品城记】来番禺传统水乡，吃顿传统粤菜！南粤厨王做的烧鹅，猫哥和大秋觉得如何？,13.5万,,2022/9/3,品城记本地版,www.bilibili.com/video/BV1Ke41137F2?from=search
本广东人打满分！上海￥138一位早茶粤菜川菜自助，虾饺无限，创新菜品称绝,21.9万,,2023/7/24,鱼子酱就酱-,www.bilibili.com/video/BV1qu4y1U7WM?from=search
粤菜里历史悠久的名菜鸽吞燕，汤鲜味美鸽肉与燕窝的口感清而回味,23.0万,,2020/12/24,主厨农国栋,www.bilibili.com/video/BV1T5411p73y?from=search
十五年的地道老广饭堂，十分低调却出品优秀，汤品尤其出色，是回头了无数次的特色粤菜馆子。,4.8万,,2023/1/1,NAV看广州B站版,www.bilibili.com/video/BV1C3411U7v1?from=search
在韩国火爆的中国粤菜餐厅，韩国人第一吃粤菜反应！,23.6万,,2022/7/7,Iam小方,www.bilibili.com/video/BV18a411p7VU?from=search
在上海298元吃到粤菜顶级大厨烧的东星斑！！味道感人,2.3万,,2023/9/2,辣椒很挑,www.bilibili.com/video/BV1cu411P7PN?from=search
广东粤菜老师傅在法国，用传统厨艺为中餐正名，这才是地道广东味,10.3万,,2020/11/18,Yooupi食途,www.bilibili.com/video/BV1jy4y1q7Wz?from=search
深藏东山口的实惠街坊粤菜，开店近四十年相当低调，酥炸牛肉和葱油鸡挺不错,15.0万,,2022/10/19,毛毛美食指南,www.bilibili.com/video/BV19m4y1c71k?from=search
粤点粤菜粤精彩，佛山粤菜性价比之最，农汤老店，粤语中字幕,2444,,2022/8/3,Amy爱你的每一天,www.bilibili.com/video/BV1AB4y187zq?from=search
粤菜系列：咸鱼茄子煲的做法，先点赞收藏,6.3万,,2023/4/7,游厨冯马迁,www.bilibili.com/video/BV13V4y1D7XR?from=search
粤菜名点，陈皮牛肉丸，跟着七姨做不翻车,3.8万,,2023/9/11,顺德七姨,www.bilibili.com/video/BV1fu411w72B?from=search
台北40年超平价粤菜绝版菜色连五年夺必比登,1.1万,,2023/5/15,美食运输大队长,www.bilibili.com/video/BV1ZT411t7Ru?from=search
99r/人的粤菜自助 两笼虾皇饺吃回本！,31.2万,,2022/11/24,吃货圆圈圈,www.bilibili.com/video/BV1k14y1J7Bi?from=search
北京最专一的粤菜20年只做啫啫，老板说再不火就不想干了,8.3万,,2020/12/11,无所尉吃什么,www.bilibili.com/video/BV1cV411h7ZF?from=search
人均124元的广州百年粤菜馆子，草莓叉烧海胆凤眼饺有颜有料！菜品整体都不错~,33.7万,,2023/6/29,温油辣辣U,www.bilibili.com/video/BV1Fu411b7yd?from=search
顶级米其林餐厅！澳门封顶三星的粤菜是否名副其实？【澳门之行】,2.1万,,2023/3/27,加齐ghazi,www.bilibili.com/video/BV1mN411K7ay?from=search
广州星级创意粤菜开盲盒，尝尝怎么样？,32.9万,,2023/9/18,JASON刘雨鑫,www.bilibili.com/video/BV1UV411w7zd?from=search
上海顶级的粤菜点心竟开在菜市场边上！菜单全滚一遍不过150元！,6.0万,,2023/4/9,一碗编辑部,www.bilibili.com/video/BV1HT411x7h9?from=search
谁规定北方人不能吃粤菜，我就是很喜欢啊,11.4万,,2022/5/16,馋人老田,www.bilibili.com/video/BV1Zr4y1t7va?from=search
荔湾很实惠的老牌街坊粤菜，招牌清平鸡皮脆肉劲，还有几道独家特色菜也很不错,8.1万,,2022/5/22,毛毛美食指南,www.bilibili.com/video/BV1NA4y1Z7oM?from=search
宠粉系列-粤菜大放送 大肥烧鹅三杯鸡阿嫲扎肉豪华肠粉整盘炫 | 西安 | 阿林台湾食堂,22.8万,,2023/9/10,千金饱了,www.bilibili.com/video/BV1k94y1x7Jw?from=search
有一些不那么老～但算得上宝藏的粤菜馆子，从这期开始咱们码一码。头一家“食饱行运”，它的市师鸡相当出色，在我心里胜过了之前介绍的“味食家”。,8.0万,,2023/6/2,NAV看广州B站版,www.bilibili.com/video/BV13g4y1F7ri?from=search
粤菜，为啥难以走出大湾区？,8772,,2023/4/2,红餐,www.bilibili.com/video/BV1rL411X7Wn?from=search
198元吃10道粤菜，红米肠粉超惊艳！牛肉球 汤包 松化蛋挞...,13.7万,,2023/9/5,温油辣辣U,www.bilibili.com/video/BV14w411U7Ko?from=search
粤菜集锦！,274,,2023/7/28,中山有食神,www.bilibili.com/video/BV17P411r7Nr?from=search
59岁粤菜大厨，耗时10小时，展示经典粤菜上汤芝士焗龙虾,7.0万,,2022/3/1,唐师傅炒菜爱放糖,www.bilibili.com/video/BV17q4y147P3?from=search
开业一周就爆满的北京粤菜新店，能否摘星拭目以待,13.5万,,2022/11/2,无所尉吃什么,www.bilibili.com/video/BV1g84y1q7AJ?from=search
利永周+徐嘉乐，一起聊聊粤菜的传承与创新！,1.2万,,2023/3/11,红餐,www.bilibili.com/video/BV1Ck4y187M1?from=search
广东人因为太穷了，所以导致粤菜上不了国宴！,30.5万,,2023/4/14,肥总驾到,www.bilibili.com/video/BV1ok4y1Y7Sx?from=search
一道菜能长久不衰是因为它味道一流，就比如这道粤菜“砂锅黄鱼”,25.4万,,2020/7/26,主厨农国栋,www.bilibili.com/video/BV1jz4y1Q7WF?from=search
粤菜热门榜第一的连锁粤菜馆——常来小聚 ，夸张的人气凭的是什么？,7175,,2022/9/11,鲤鸡厂,www.bilibili.com/video/BV1Dt4y1L7az?from=search
杭州最便宜的粤菜小店，性价比无敌，就是太隐蔽了，9块钱菠萝包真香~,6.3万,,2022/11/22,PIKA迪,www.bilibili.com/video/BV1k3411f7gF?from=search
高能！人从众期待已久的“粤菜”，大师的菜，穿“粤”归来！,9.5万,,2019/4/18,大师的菜,www.bilibili.com/video/BV1cb411L77a?from=search
广东人因为太穷了，所以导致粤菜上不了国宴！,30.5万,,2023/4/14,肥总驾到,www.bilibili.com/video/BV1ok4y1Y7Sx?from=search
“粤菜之光”的传说到此为止吧，广御轩我不太想来了【弘举的全国饮食实评】,1.2万,,2023/8/22,一念弘举,www.bilibili.com/video/BV1Pp4y1n7pi?from=search
【食酒vlog】6000一顿饭？！从广东城中村开到百年外滩的顶级古法粤菜（壹零贰小馆）,8.9万,,2022/8/21,食酒旅,www.bilibili.com/video/BV1Ue4y1f77K?from=search
粤菜“山河日下”，罪魁祸首竟是？,2.4万,,2023/6/6,红餐,www.bilibili.com/video/BV1U8411o7Kp?from=search
粤菜馆里的畅销菜品“药膳桑拿鸡”，这道菜也是有手就能学会系列,24.3万,,2020/8/15,主厨农国栋,www.bilibili.com/video/BV18Z4y1M7W1?from=search
30年粤菜老字号，我去了5次... | 广州向群【肉老师探店】,23.3万,,2022/9/3,热心市民肉老师,www.bilibili.com/video/BV12t4y1j7PF?from=search
30年老字号粤菜，发明桑拿菜，斩获广州十大名鸡 | 广州矿泉大可以,9.3万,,2023/3/18,热心市民肉老师,www.bilibili.com/video/BV1pk4y187eE?from=search
人均99.5元吃9菜1汤加奶茶，有烧鹅和黄鱼，北京粤菜内卷这么严重吗？,5.5万,,2021/4/25,无所尉吃什么,www.bilibili.com/video/BV1ZK4y1o76i?from=search
煲制鲍鱼堪称粤菜的头把交椅，需多种食材经过长时间的煲制方能成,28.7万,,2020/12/15,主厨农国栋,www.bilibili.com/video/BV1Bi4y1c7cx?from=search
满怀诚意分享这家几乎零差评粤菜，广州老城区好吃粤菜馆的要素它全齐了,3.0万,,2023/6/13,大兵探店,www.bilibili.com/video/BV17s4y1y7fv?from=search
粤菜紫苏焖鸭的做法，还没出锅就香味扑鼻，吃一口满嘴香,1.8万,,2020/5/4,懒人饭饭,www.bilibili.com/video/BV1TZ4y1s7an?from=search
【粤菜专题】令大部分广州人心甘情愿排队的粤菜到底是怎样的？,3.2万,,2023/3/13,大兵探店,www.bilibili.com/video/BV1V8411F7Dw?from=search
一道菜就回本？！探店全上海最便宜粤菜自助！99元到底都能吃啥？,110.3万,,2022/9/6,哇塞几张,www.bilibili.com/video/BV13B4y137CZ?from=search
火了一年的粤菜大排档，烧鹅皮脆肉滑，后悔没早点去,11.3万,,2021/12/30,无所尉吃什么,www.bilibili.com/video/BV1vr4y1S7BT?from=search
京城高级粤菜，有香港富豪饭堂内味了,8.9万,,2020/10/22,无所尉吃什么,www.bilibili.com/video/BV1WV411y7fu?from=search
爆满广州土著的老牌街坊粤菜，很多经典粤味藏在其中,2.8万,,2023/5/6,大兵探店,www.bilibili.com/video/BV1Qc411T7pE?from=search
【广州·广御轩】号称“粤菜之光”的米其林一星餐厅！,2.9万,,2021/8/27,P酱爱料理,www.bilibili.com/video/BV1ey4y1G7RW?from=search
济南藏在小区里面的粤菜馆，被好多人安利过，今天就来啦！华记粤好味 安排啦！,1.5万,,2021/10/5,小吃才花卷,www.bilibili.com/video/BV1wU4y1w758?from=search
78元吃57个菜！味道竟然还很不错！我愿称之为上海最划算的粤菜自助！【大薅羊毛8】,8.3万,,2022/12/4,一碗编辑部,www.bilibili.com/video/BV1K24y1k76y?from=search
据说是佛山最能打的烧鹅？盐步这家老牌街坊粤菜，烧鹅和传统粤菜都挺好吃,12.1万,,2022/12/22,毛毛美食指南,www.bilibili.com/video/BV1GG4y1J76h?from=search
【洪金宝到粤菜馆点开水白菜，厨师就知道这人不简单】,34.6万,,2019/3/23,Words_are_wind,www.bilibili.com/video/BV1yb41177RK?from=search
有一些不那么老～但算得上宝藏的粤菜馆子，从这期开始咱们码一码。头一家“食饱行运”，它的市师鸡相当出色，在我心里胜过了之前介绍的“味食家”。,8.0万,,2023/6/2,NAV看广州B站版,www.bilibili.com/video/BV13g4y1F7ri?from=search
成都49选10半自助式粤菜，干烧鱼水蒸蛋惊喜连连，平均15.8元一道菜很超值！,14.5万,,2023/7/5,温油辣辣U,www.bilibili.com/video/BV1HX4y1H732?from=search
在广州老城区开了30年的粤菜馆，一锅啫啫大肠，让街坊们都爱得疯狂，锅气超足吃一次就成为了我的白月光餐厅。,18.6万,,2023/4/19,NeiNei_旅行日记,www.bilibili.com/video/BV1ch4y1s7pM?from=search
【粤菜】粤菜,266,,2021/10/20,粤菜介绍,www.bilibili.com/video/BV1UF411Y7xo?from=search
粤菜里历史悠久的名菜鸽吞燕，汤鲜味美鸽肉与燕窝的口感清而回味,23.0万,,2020/12/24,主厨农国栋,www.bilibili.com/video/BV1T5411p73y?from=search
星厨“鸽神”出手，占领杭州粤菜高地！【弘举全国饮食实评】,5549,,2023/9/17,一念弘举,www.bilibili.com/video/BV1J34y1P7y6?from=search
成都百元粤菜自助，整条鱼的上！现包虾皇饺！,85.2万,,2022/11/7,密子君,www.bilibili.com/video/BV1Ae411F7iq?from=search
在韩国火爆的中国粤菜餐厅，韩国人第一吃粤菜反应！,23.6万,,2022/7/7,Iam小方,www.bilibili.com/video/BV18a411p7VU?from=search
失传古法粤菜是真好吃还是智商税？百亿富豪刘銮雄最爱吃的富豪食堂家全七福告诉你这个答案,2.0万,,2023/9/7,VK的美食日记,www.bilibili.com/video/BV1eh4y1P74t?from=search
上海顶级的粤菜点心竟开在菜市场边上！菜单全滚一遍不过150元！,6.0万,,2023/4/9,一碗编辑部,www.bilibili.com/video/BV1HT411x7h9?from=search
可以追溯到清朝时期的老粤菜金钱虾盒，制作略有繁琐，但值得学习,16.2万,,2023/7/11,主厨农国栋,www.bilibili.com/video/BV1fX4y1e7rR?from=search
粤菜名厨古志辉做的粤菜，不贵那种,1.6万,,2023/6/11,挑食的_Jim,www.bilibili.com/video/BV1Nu4y1o7CE?from=search
从城中村到百年外滩，这就是上海最佳古法粤菜【食酒旅】,4.8万,,2023/8/5,食酒旅,www.bilibili.com/video/BV1k14y1B7C5?from=search
谁规定北方人不能吃粤菜，我就是很喜欢啊,11.4万,,2022/5/16,馋人老田,www.bilibili.com/video/BV1Zr4y1t7va?from=search
粉丝真是靠谱，又让我吃到一个很宝藏的私房粤菜，黑椒大圆蹄不多见，很好吃。炖汤出品也很棒，还量大实惠。,28.6万,,2023/3/16,NAV看广州B站版,www.bilibili.com/video/BV1ZM411W7Xh?from=search
又是跟着广州阿婆阿伯吃饭的一天，粤菜就是绝啊！,3247,,2023/9/6,_贰捌_,www.bilibili.com/video/BV1N94y1x7zq?from=search
英国人第一次吃粤菜点心，还挑战说粤语,29.7万,,2023/3/16,小马逛吃,www.bilibili.com/video/BV1YT411r72n?from=search
这是一家解说都多余的粤菜餐厅，太有名了,5.3万,,2022/2/14,粥粥加点盐,www.bilibili.com/video/BV1qa411k7U5?from=search
广东粤菜老师傅在法国，用传统厨艺为中餐正名，这才是地道广东味,10.3万,,2020/11/18,Yooupi食途,www.bilibili.com/video/BV1jy4y1q7Wz?from=search
在广州越秀火了20多年的粤菜馆，真正的广州味道，每天食客爆满,3.7万,,2022/7/16,大兵探店,www.bilibili.com/video/BV1Ja411H7qN?from=search
中国餐饮界粤菜天花板,114,,2022/10/26,HF峰行天下,www.bilibili.com/video/BV14m4y1F7L8?from=search
